ID	mz	rt	Control	17_WT_D	32_WT_ND	14_WT_ND	3_AN2_ND	33_AN2_ND	2_WT_ND	36_AN2_D	26_WT_ND	35_WT_D	6_AN2_D	18_AN2_D	27_AN2_ND	24_AN2_D	15_AN2_ND	8_WT_ND	5_WT_D
13779	117.9288495	7.611546532	1846464.50	3833427.75	2765543.25	2827913.50	3062158.00	3399376.50	2437178.00	1543828.75	2445010.00	2165871.25	4056160.25	2844633.00	2578853.25	2069810.63	4902194.50	2470552.75	2508287.50
13780	325.1650076	6.249006767	0.00	7200.00	8520.02	7369.11	0.00	0.00	0.00	5573.73	6089.81	0.00	0.00	0.00	5949.92	0.00	0.00	14130.86	0.00
13781	361.1846161	6.6514278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13782	213.0562579	4.106647923	2381.58	3559.39	5114.32	4462.14	0.00	5448.99	59253.65	6391.74	14916.09	7044.01	0.00	10900.62	9215.38	0.00	6579.08	0.00	0.00
13783	365.140813	6.119313288	13814.76	159256.89	135480.91	542085.25	18671.08	96150.09	93958.84	129937.59	358606.84	735959.19	33566.13	86553.82	21452.18	44299.69	46209.58	39616.40	34874.54
13785	637.3629183	6.654514845	0.00	0.00	6098.85	9961.94	0.00	6834.79	0.00	8488.69	6134.11	26208.64	0.00	7182.18	0.00	0.00	0.00	0.00	0.00
13786	290.0676643	3.410987353	0.00	4872.57	0.00	0.00	9080.84	14938.71	6582.38	0.00	9111.02	8182.28	37341.11	15499.67	23997.26	19762.76	13981.27	0.00	0.00
13787	471.0089085	5.46560598	2945.64	4415.27	5691.16	6374.11	4061.76	6047.79	0.00	5964.98	0.00	6975.59	0.00	5584.78	7566.04	0.00	0.00	6585.32	6846.55
13788	393.1053925	6.8540385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13790	311.1330876	5.937894555	63795.38	63656.52	68751.23	79400.02	59104.06	83258.05	127260.75	64707.64	95142.24	198434.02	68062.38	39597.61	54765.76	72796.88	58934.79	57540.41	40940.56
13791	355.1955523	5.874823956	3320.25	7104.66	5921.89	22217.35	13668.27	43066.11	66778.45	6581.37	43567.23	70788.68	16483.63	7264.93	6146.51	16302.58	18990.30	11798.77	10929.86
13792	373.1698279	6.673508783	0.00	0.00	4843.26	0.00	0.00	7002.75	0.00	0.00	10976.54	0.00	4666.43	4169.42	5967.83	6665.46	25090.63	10693.45	11235.94
13793	563.3115508	6.093732618	27641.90	56320.16	45512.84	58099.70	113241.76	102368.52	72230.76	121695.80	41140.20	214967.64	93525.95	67818.18	86710.97	77477.39	99657.88	42117.28	43512.76
13794	646.429159	7.90090808	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7877.35
13795	137.0246326	3.06355175	633059.69	830037.13	609034.94	855107.13	975049.19	534479.63	909039.31	638628.88	669860.81	673607.13	939773.75	817752.63	692109.69	689315.00	838495.56	833776.63	745289.38
13796	295.0828139	3.181585039	1742.46	25854.46	42264.75	45902.52	113647.41	63879.13	241875.98	390141.72	88734.49	235863.59	180040.19	429534.69	221067.05	293896.72	173050.02	166825.78	270926.13
13797	200.8591509	8.413406535	1186404.13	848863.69	802676.06	2171884.25	491222.81	487761.53	277943.06	234399.84	307190.94	826062.69	423594.75	181536.08	331871.50	300156.38	463501.72	685232.63	312025.59
13798	195.1029917	4.272126456	2360.57	5388.53	11126.49	5782.00	6770.54	5357.21	8345.85	6643.02	11548.02	0.00	0.00	0.00	12014.92	0.00	12950.26	16728.64	26431.33
13799	338.8967855	5.8599626	11515.05	5258.61	6343.61	6560.94	8430.70	5705.34	5891.21	0.00	7304.72	8180.90	0.00	0.00	8197.90	0.00	0.00	0.00	0.00
13800	325.9109279	5.946194219	3228.25	0.00	5578.54	3195.17	0.00	4703.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13801	320.1068064	3.538381975	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12867.72
13802	587.3667221	6.761440125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21276.19
13803	264.0157096	2.975528538	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13385.70	0.00	0.00	0.00	0.00	0.00
13804	307.1954602	8.4222468	33433.81	238610.06	85822.88	427012.63	27296.05	54550.29	127910.63	158643.06	146497.36	427024.53	88270.55	73967.15	55152.25	54706.70	107515.52	733637.31	96531.42
13806	197.0611029	4.4897708	0.00	3157.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13807	337.9124837	4.92231404	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13809	481.1000713	7.9500349	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13811	799.5355644	8.460713475	0.00	13441.59	0.00	0.00	0.00	0.00	10651.02	0.00	0.00	0.00	0.00	0.00	9919.33	17260.75	11808.48	0.00	0.00
13814	232.0619479	3.286160671	0.00	6239.71	9311.01	11282.00	19556.31	66775.78	9908.48	13439.74	17036.56	26011.15	37435.83	45273.61	14171.87	94775.79	33423.28	33852.24	265792.13
13816	190.0513652	3.134467726	7652.45	94540.02	42988.50	61007.59	37423.05	129094.00	358066.13	23574.75	157283.34	102182.28	174056.80	260366.00	141546.63	496146.84	302677.81	215769.63	512763.22
13817	609.3288284	6.25212042	0.00	0.00	0.00	0.00	0.00	0.00	7147.73	0.00	0.00	0.00	0.00	23845.04	0.00	0.00	200123.42	0.00	0.00
13818	197.0276368	6.28756616	3143.85	7405.45	14450.76	12977.74	4050.57	10523.76	17316.69	11688.41	16331.74	83253.83	6307.65	0.00	5136.51	0.00	0.00	14380.56	7590.78
13819	585.2926476	6.077020303	2772.28	82522.87	267478.19	66056.19	147271.00	401427.31	227832.64	95500.02	601976.94	451750.88	818651.19	370281.34	617638.94	286674.09	1335115.13	365236.38	405148.44
13820	196.0075184	2.608416335	0.00	0.00	6336.01	16490.05	6797.04	4788.84	31438.64	9428.11	9761.06	27074.82	9158.40	16255.26	28667.28	15083.36	10671.92	17226.00	20979.64
13821	274.0400146	2.96379328	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13822	351.2003827	8.384451781	0.00	0.00	12430.83	13346.74	0.00	12425.45	20373.55	8468.33	14932.13	62859.60	0.00	0.00	0.00	12293.75	0.00	8719.00	7651.29
13823	195.0173928	3.070239494	0.00	78944.10	169395.84	42554.97	268787.47	93629.42	34815.20	0.00	55504.42	15908.57	15929.77	73464.43	0.00	0.00	0.00	64489.15	27468.62
13824	249.023292	3.492926296	6429.14	3359.87	4230.52	7816.19	9757.97	35086.87	11379.44	26019.93	0.00	0.00	7811.89	8889.07	0.00	12303.63	11414.50	0.00	15419.63
13826	375.2006073	6.694535467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13832	617.2970535	6.047221518	0.00	0.00	23111.93	0.00	7190.93	5637.26	0.00	0.00	0.00	20394.72	10915.94	0.00	0.00	0.00	0.00	0.00	5348.36
13834	257.0573968	3.48272965	0.00	2452.28	79239.68	84287.56	12607.14	78258.29	11628.70	0.00	49572.08	128105.10	61883.79	52102.61	72120.08	92021.28	46671.23	129642.64	129387.95
13836	264.0458997	2.904270375	0.00	0.00	0.00	0.00	9001.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13837	228.0394251	3.620813214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13838	386.16436	6.16680575	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13840	325.1478518	6.26592431	15066.82	30151.85	11474.57	54796.37	5449.82	50684.77	12232.23	35646.92	52458.42	66747.02	9676.08	26086.50	5363.94	9639.58	0.00	35448.43	0.00
13841	351.2008057	6.7158894	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13842	379.1379471	5.9250035	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13843	311.1497241	5.982935244	0.00	20703.06	19053.31	20209.23	29908.44	19418.46	75955.07	21388.44	55931.30	105238.55	9675.72	148943.42	6341.83	35253.54	189916.31	56371.83	71500.39
13844	226.0184695	3.653305508	0.00	0.00	0.00	0.00	3826.66	0.00	9318.74	0.00	11402.16	0.00	8036.79	11401.59	0.00	0.00	0.00	0.00	11121.31
13845	351.1489574	7.457387954	5954.31	0.00	25403.90	35322.93	20930.11	28496.91	12341.88	0.00	8883.61	0.00	16270.49	7706.93	8912.42	0.00	21357.01	24337.41	22071.71
13846	167.0351746	2.716623582	18329.87	736280.81	382407.34	320179.00	2882925.00	542277.56	1830207.75	354119.38	4175300.25	556116.56	829240.56	1372405.38	2005370.88	715048.88	4081438.00	1931984.63	490757.03
13850	226.0878506	4.18481815	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13851	178.0512283	2.791886391	8859.29	130289.02	103098.31	45881.98	81665.79	39166.95	175648.67	67880.05	140737.48	185476.61	114076.43	234427.20	145557.14	215236.19	79290.84	128095.34	101982.41
13852	299.2232077	7.604837629	23647.88	47583.63	33354.58	38251.46	35070.51	24859.17	54464.84	27971.52	48483.68	58493.15	49506.39	26371.53	33152.24	42184.80	85146.23	30681.85	28573.55
13853	437.310134	8.4158443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13855	625.4144656	7.43576205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11017.59	0.00	0.00	0.00	0.00	0.00	0.00	8653.97	25160.48
13856	357.1747846	6.661583244	0.00	6538.82	0.00	6621.87	0.00	5350.42	9104.50	6475.00	25026.51	0.00	0.00	4853.45	6435.69	7758.36	7107.08	13820.02	37743.60
13857	461.1740952	5.309973629	0.00	6091.41	0.00	0.00	0.00	0.00	10924.79	0.00	22492.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13860	705.3002298	5.42652209	0.00	4589.36	0.00	0.00	0.00	0.00	5775.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13862	372.1487591	5.98218145	0.00	30435.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55634.33	0.00	43941.11	0.00	0.00	0.00
13863	443.1495476	4.404413867	0.00	0.00	8469.37	0.00	26265.44	26417.15	21647.47	16683.82	71227.42	0.00	0.00	32832.72	0.00	0.00	0.00	0.00	0.00
13865	214.8596932	7.940032897	79121.87	61682.31	62240.83	68302.13	55869.07	67424.93	20996.97	51575.33	49690.39	14943.23	77815.25	32104.32	41089.29	77008.34	59734.48	45335.22	41302.93
13867	594.7787662	5.289854775	7246.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13868	264.0501142	2.731331367	0.00	21173.06	16184.76	5020.06	29633.25	11589.78	20807.78	12049.80	24538.12	40478.09	13501.06	17934.46	8333.81	40667.06	20488.05	18437.19	0.00
13869	791.3357417	5.714284378	0.00	0.00	0.00	0.00	0.00	5101.90	0.00	0.00	6188.06	0.00	0.00	0.00	0.00	0.00	16427.88	0.00	7653.53
13870	181.0509393	3.994128568	3433.85	71909.57	103879.82	103656.65	78583.43	109581.98	125216.77	289902.88	154571.72	198426.47	215698.44	188555.58	259345.23	256071.13	257097.92	230581.30	209031.02
13871	590.3654938	7.4570272	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13872	441.2538486	7.5503405	0.00	0.00	0.00	0.00	0.00	0.00	6783.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13880	355.1955742	7.246344133	0.00	11034.19	0.00	12002.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30242.36	26740.94
13882	449.0680237	3.770820767	0.00	5199.50	55126.71	0.00	4322.73	22799.57	0.00	0.00	14903.70	0.00	68455.48	78566.64	104268.45	62107.70	34772.82	0.00	0.00
13883	1013.348511	6.8788948	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13885	389.1652685	6.13485775	0.00	0.00	0.00	0.00	0.00	0.00	5476.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6648.14
13886	365.2164004	8.3469645	0.00	0.00	9224.82	0.00	0.00	0.00	15029.51	12143.24	16618.51	63728.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13887	294.0610243	2.8140513	0.00	88048.28	26136.96	0.00	37505.67	19680.61	48835.19	27673.51	57922.30	20492.89	25453.16	46935.60	21791.46	38026.97	24586.09	63768.14	42180.26
13889	775.2892921	6.3547244	0.00	7243.87	0.00	0.00	0.00	0.00	0.00	9273.57	13829.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13890	213.1499272	5.282893518	18587.74	18540.78	18001.45	22457.39	14987.26	13652.86	12346.17	12346.39	26022.35	15741.15	25551.27	17700.35	13628.59	51739.36	25898.25	18992.24	76687.32
13891	303.0882373	2.987028922	0.00	0.00	13203.23	10224.31	53707.59	9016.68	21352.05	14843.53	28337.65	10874.37	37171.45	18235.82	15512.17	40802.23	42675.28	27245.04	27165.29
13893	353.1798882	6.003398679	5071.06	6218.11	6541.52	21173.84	7617.23	22483.80	61215.79	0.00	26151.98	51618.46	9695.11	6706.53	5959.87	16437.96	7917.68	8457.80	17988.04
13895	329.1425997	5.938643738	0.00	4424.83	4886.39	0.00	0.00	3643.34	0.00	0.00	0.00	0.00	0.00	0.00	4604.27	0.00	4355.40	0.00	0.00
13896	441.1052143	8.451161643	10588.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13897	877.372935	5.803546367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13898	375.1483319	5.969812118	0.00	50657.51	0.00	0.00	0.00	6057.86	0.00	16029.82	6239.28	0.00	0.00	32848.82	7026.07	22050.96	6351.34	44475.76	0.00
13899	373.0687691	3.207465917	0.00	2943.61	0.00	22436.19	0.00	0.00	25450.01	0.00	30991.64	0.00	62288.33	36023.07	16322.73	32134.35	23010.09	0.00	266263.72
13900	339.1632838	6.690880524	4889.63	5443.32	4530.10	7699.12	0.00	0.00	5862.00	0.00	164494.80	9130.96	0.00	0.00	0.00	8668.38	6000.53	0.00	0.00
13901	240.0673116	4.1778603	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13903	370.1417753	4.241368917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8020.64	0.00	0.00	0.00	0.00	17209.66	0.00	0.00	16784.94	25683.08
13904	423.0903461	3.219261354	0.00	658824.94	5099979.50	5394045.50	2721084.75	4162138.50	3508769.50	5624652.50	4046044.00	4727281.00	3900107.00	3718857.25	7855103.00	5296925.00	6310544.50	7313059.00	4538249.00
13905	437.3080034	7.910640633	0.00	0.00	0.00	0.00	0.00	11330.24	0.00	0.00	9394.70	0.00	17829.72	12283.97	11058.34	13932.15	37766.89	22434.87	61288.23
13906	254.0828845	4.2344057	0.00	3368.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13907	124.0406074	0.506064161	1888.12	20377.08	7931.11	11198.77	25173.64	21969.48	47322.63	37131.00	34140.52	42576.21	41749.28	13928.08	56067.31	60707.52	29268.49	45247.20	73836.12
13913	427.1534443	4.861364067	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11891.28	33584.52	0.00	0.00	0.00	10835.19	0.00	12821.83	0.00	0.00
13914	428.2815282	7.360485925	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13915	234.8202249	8.316946965	154706.84	131546.41	114016.18	170143.00	76812.77	69869.98	8679.03	32934.55	30448.92	16132.80	64304.50	15039.58	42002.71	61026.10	71761.60	139858.06	42987.88
13916	421.0733507	3.536004817	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8308.82	7397.52	0.00	0.00	0.00	8039.33	0.00	0.00	0.00	0.00
13918	323.1410955	3.970876175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10090.13	0.00	0.00	0.00
13921	351.2008042	7.495162585	0.00	6712.72	7076.88	12885.29	0.00	0.00	6460.10	9377.72	14248.38	63624.81	0.00	0.00	5996.96	0.00	0.00	0.00	7576.06
13926	226.0185014	4.188472425	0.00	3284.84	0.00	0.00	0.00	0.00	6853.68	6735.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18281.40	0.00
13927	339.1801208	6.699547231	0.00	0.00	5893.10	0.00	0.00	7004.54	0.00	0.00	0.00	0.00	0.00	0.00	7580.20	0.00	0.00	9134.52	6600.55
13931	885.3258972	6.8380175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13932	481.3367815	10.19579229	0.00	0.00	0.00	0.00	0.00	5589.94	0.00	3171.00	5064.85	0.00	0.00	0.00	0.00	0.00	11096.60	14752.50	0.00
13933	271.0982444	3.468733586	0.00	3175.79	8303.25	6291.39	26310.48	6810.73	16184.18	51767.29	26184.13	29552.75	30193.68	17506.96	18889.46	20140.61	10316.85	20481.37	50468.32
13937	949.3359731	6.8508092	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6539.74	0.00	0.00	0.00	0.00	0.00	0.00
13938	400.1483398	7.945671438	0.00	82403.63	52303.90	55490.15	22904.87	88812.77	39371.98	28105.64	45180.18	59472.86	54396.88	41942.86	17019.03	88050.21	93641.84	86388.79	115682.05
13940	255.0667709	5.002434732	0.00	5385.69	0.00	0.00	4583.03	5222.62	5630.73	12498.19	0.00	13452.06	9442.34	0.00	11491.92	0.00	9592.37	0.00	10100.36
13942	376.1115597	3.878278994	0.00	0.00	6265.54	31240.42	7165.90	8392.22	18892.31	174754.55	0.00	112320.66	10101.69	28844.22	37057.50	60846.23	49518.52	62883.85	0.00
13943	397.2260183	7.001390083	0.00	5531.98	0.00	0.00	0.00	6081.02	7693.00	7214.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13945	360.1177724	7.532257275	0.00	0.00	0.00	0.00	0.00	0.00	7731.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13950	359.1150413	2.834763506	0.00	0.00	16483.14	17160.59	62038.43	0.00	11510.07	84674.77	17508.50	42449.45	34883.35	29714.01	71050.23	33481.68	52660.45	44964.90	70995.56
13951	171.9661577	5.7291039	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13953	371.190155	7.99892135	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13954	359.1524729	3.553576035	0.00	0.00	126453.36	8653.31	22863.38	11526.05	34565.43	39468.29	156487.13	74540.81	45788.86	77158.22	69397.82	68600.11	67567.96	169254.89	567249.13
13956	619.2630368	5.132015462	3393.41	0.00	0.00	5892.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13958	588.3226396	5.851349017	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4137.53	6841.02	0.00	0.00	0.00	4507.43	6809.09	0.00
13963	853.3188265	6.72771305	0.00	7423.95	0.00	0.00	0.00	0.00	0.00	10138.36	13389.13	23287.79	0.00	0.00	0.00	8508.44	8292.59	8270.95	0.00
13965	641.3548652	6.910564067	0.00	5148.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13966	381.21064	8.0068847	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13969	707.4397415	8.49810522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8099.02	0.00	0.00	0.00	0.00
13971	405.0411701	3.481189629	0.00	24927.91	0.00	0.00	32297.07	24845.53	48749.04	0.00	157927.33	9514.48	48707.50	127100.17	10293.70	29537.11	11571.44	17786.08	0.00
13972	355.2114991	8.01750647	0.00	0.00	0.00	0.00	0.00	0.00	14562.71	0.00	8651.88	10970.49	0.00	6341.98	0.00	0.00	0.00	0.00	8362.22
13974	381.2093642	6.675035489	6704.19	5773.86	18281.97	8645.17	6042.40	0.00	27913.67	16035.81	13117.12	9386.62	0.00	8794.15	7557.80	8643.30	9853.67	9806.86	10364.68
13975	238.0515069	4.389507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13978	397.2415187	6.710923167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7317.89
13982	287.2233005	5.329746779	30798.96	41167.80	38576.32	43611.55	44898.43	47580.25	50380.79	38546.52	44763.29	60621.16	43373.96	42424.23	41233.44	49514.62	41071.09	56333.59	108307.10
13985	214.8597179	7.61221825	58729.66	57182.44	74705.25	76552.09	58164.93	64698.94	27820.93	36521.66	59565.95	28193.02	78368.52	44987.40	46837.77	42839.40	66394.55	46975.65	43983.39
13990	425.1389608	4.327692577	0.00	0.00	8731.30	16141.56	0.00	178634.34	0.00	0.00	9531.61	0.00	22862.21	20870.07	59328.74	111790.18	200729.55	87624.38	101154.63
13991	1102.681885	5.95264	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13995	369.1743189	5.9361933	0.00	0.00	3932.16	2969.72	0.00	0.00	42929.25	0.00	0.00	4278.07	0.00	0.00	4007.41	0.00	0.00	6524.71	8473.30
13997	430.2974854	7.6596117	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14000	659.3447355	6.7082199	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11095.18	35662.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14002	453.3710632	7.5575732	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14006	241.1813521	5.926104479	12846.31	17329.27	15117.19	21028.67	19678.13	17480.64	20156.04	54827.88	15204.80	18793.59	19407.21	15765.00	16943.85	13425.34	15882.05	21639.25	20659.72
14009	301.109	3.008452108	0.00	0.00	0.00	0.00	19458.41	0.00	28541.67	11823.62	0.00	9179.63	6222.17	30794.72	0.00	11174.42	40038.49	28188.50	39105.36
14010	631.3119885	6.122213957	0.00	0.00	4615.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12479.68	0.00	0.00	0.00	8118.88	0.00	0.00
14011	777.5492121	7.244596175	0.00	7867.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7313.52	0.00	0.00	0.00	0.00	0.00
14012	421.0366886	3.121456714	0.00	13394.46	0.00	0.00	0.00	0.00	0.00	0.00	427183.75	8983.76	0.00	17508.13	9092.65	0.00	0.00	0.00	0.00
14013	401.10125	3.9464498	0.00	3830.15	0.00	0.00	0.00	32260.25	0.00	0.00	0.00	0.00	9320.13	0.00	10716.01	13569.79	0.00	0.00	0.00
14015	428.2083321	6.725134925	0.00	0.00	0.00	0.00	0.00	0.00	6289.46	0.00	0.00	0.00	0.00	6349.65	0.00	0.00	0.00	0.00	0.00
14016	409.2411461	7.90885314	0.00	0.00	0.00	0.00	8069.70	34771.51	35610.94	8312.76	24872.23	12274.62	6701.68	0.00	0.00	12841.41	51869.19	0.00	8982.06
14020	513.1459012	5.08334965	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20008.42	8284.53	48894.36
14021	339.1360034	3.623583885	0.00	0.00	5508.57	0.00	0.00	9819.29	0.00	0.00	0.00	26540.53	42793.35	75691.48	18562.77	89355.22	19735.44	19098.50	136730.75
14027	314.1409454	3.63366935	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14030	419.2456796	5.461163538	4436.67	3666.70	12279.72	6328.81	11096.76	263785.56	21581.17	6671.58	14280.09	18375.83	13537.67	14878.62	8510.74	30247.77	13565.49	8863.29	12420.73
14032	369.1472103	3.703759922	0.00	0.00	5777.51	0.00	0.00	5815.47	0.00	0.00	12286.27	7639.95	16643.49	25156.20	0.00	20729.73	0.00	0.00	0.00
14033	415.1412484	3.668732495	0.00	21247.96	32789.24	49820.93	107801.62	49987.39	111111.27	329031.91	166779.56	92955.88	118464.28	144396.97	128826.95	152439.48	99299.57	184627.75	234679.38
14034	397.0784003	6.127323725	2705.53	0.00	0.00	9510.33	5439.18	0.00	0.00	0.00	0.00	27278.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14035	349.1647932	6.100366967	0.00	0.00	4289.02	0.00	0.00	5239.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14038	625.4533844	6.86216035	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14039	373.1517427	8.125800833	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7003.67	0.00	0.00	0.00	0.00
14040	751.5323486	7.06809744	7755.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8606.08	8591.23	0.00	0.00	0.00	0.00	0.00
14045	345.1538137	5.90952595	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7480.54
14051	778.3269816	8.49986006	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14054	653.3571538	6.41790668	0.00	0.00	0.00	0.00	0.00	0.00	37452.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14055	453.1535679	2.794629025	0.00	4000.68	0.00	5264.83	0.00	9148.61	0.00	21339.05	0.00	0.00	0.00	0.00	0.00	0.00	13911.46	21087.85	0.00
